hname,City,State,year,rate,group_2013,group_2014,group_2015,group_2016,group_2017,stategroup,stateorder
JACKSON MEDICAL CENTER,JACKSON,AL,FY2015,0.13,1,1,1,1,1,1,0
JACKSON MEDICAL CENTER,JACKSON,AL,FY2016,0.01,1,1,1,1,1,1,0
JACKSON MEDICAL CENTER,JACKSON,AL,FY2017,0.01,1,1,1,1,1,1,0
L V STABLER MEMORIAL HOSPITAL,GREENVILLE,AL,FY2013,0,0,0,0,0,1,1,0
L V STABLER MEMORIAL HOSPITAL,GREENVILLE,AL,FY2014,0,0,0,0,0,1,1,0
L V STABLER MEMORIAL HOSPITAL,GREENVILLE,AL,FY2015,0,0,0,0,0,1,1,0
L V STABLER MEMORIAL HOSPITAL,GREENVILLE,AL,FY2016,0,0,0,0,0,1,1,0
L V STABLER MEMORIAL HOSPITAL,GREENVILLE,AL,FY2017,0.16,0,0,0,0,1,1,0
LAKE MARTIN COMMUNITY HOSPITAL,DADEVILLE,AL,FY2013,0.19,1,1,2,1,1,1,0
LAKE MARTIN COMMUNITY HOSPITAL,DADEVILLE,AL,FY2014,0.3,1,1,2,1,1,1,0
LAKE MARTIN COMMUNITY HOSPITAL,DADEVILLE,AL,FY2015,0.57,1,1,2,1,1,1,0
LAKE MARTIN COMMUNITY HOSPITAL,DADEVILLE,AL,FY2016,0.49,1,1,2,1,1,1,0
LAKE MARTIN COMMUNITY HOSPITAL,DADEVILLE,AL,FY2017,0.3,1,1,2,1,1,1,0
LAKELAND COMMUNITY HOSPITAL,HALEYVILLE,AL,FY2013,0,0,1,1,1,0,1,0
LAKELAND COMMUNITY HOSPITAL,HALEYVILLE,AL,FY2014,0.08,0,1,1,1,0,1,0
LAKELAND COMMUNITY HOSPITAL,HALEYVILLE,AL,FY2015,0.21,0,1,1,1,0,1,0
LAKELAND COMMUNITY HOSPITAL,HALEYVILLE,AL,FY2016,0.12,0,1,1,1,0,1,0
LAKELAND COMMUNITY HOSPITAL,HALEYVILLE,AL,FY2017,0,0,1,1,1,0,1,0
LAWRENCE MEDICAL CENTER,MOULTON,AL,FY2013,1,2,1,1,1,1,1,0
LAWRENCE MEDICAL CENTER,MOULTON,AL,FY2014,0.21,2,1,1,1,1,1,0
LAWRENCE MEDICAL CENTER,MOULTON,AL,FY2015,0.34,2,1,1,1,1,1,0
LAWRENCE MEDICAL CENTER,MOULTON,AL,FY2016,0.16,2,1,1,1,1,1,0
LAWRENCE MEDICAL CENTER,MOULTON,AL,FY2017,0.08,2,1,1,1,1,1,0
MARION REGIONAL MEDICAL CENTER,HAMILTON,AL,FY2013,0.85,2,1,0,0,0,1,0
MARION REGIONAL MEDICAL CENTER,HAMILTON,AL,FY2014,0.02,2,1,0,0,0,1,0
MARION REGIONAL MEDICAL CENTER,HAMILTON,AL,FY2015,0,2,1,0,0,0,1,0
MARION REGIONAL MEDICAL CENTER,HAMILTON,AL,FY2016,0,2,1,0,0,0,1,0
MARION REGIONAL MEDICAL CENTER,HAMILTON,AL,FY2017,0,2,1,0,0,0,1,0
MARSHALL MEDICAL CENTER SOUTH,BOAZ,AL,FY2013,0,0,0,2,2,2,1,0
MARSHALL MEDICAL CENTER SOUTH,BOAZ,AL,FY2014,0,0,0,2,2,2,1,0
MARSHALL MEDICAL CENTER SOUTH,BOAZ,AL,FY2015,0.71,0,0,2,2,2,1,0
MARSHALL MEDICAL CENTER SOUTH,BOAZ,AL,FY2016,0.94,0,0,2,2,2,1,0
MARSHALL MEDICAL CENTER SOUTH,BOAZ,AL,FY2017,0.89,0,0,2,2,2,1,0
MEDICAL CENTER BARBOUR,EUFAULA,AL,FY2013,0,0,1,1,1,1,1,0
MEDICAL CENTER BARBOUR,EUFAULA,AL,FY2014,0.37,0,1,1,1,1,1,0
MEDICAL CENTER BARBOUR,EUFAULA,AL,FY2015,0.35,0,1,1,1,1,1,0
MEDICAL CENTER BARBOUR,EUFAULA,AL,FY2016,0.26,0,1,1,1,1,1,0
MEDICAL CENTER BARBOUR,EUFAULA,AL,FY2017,0.16,0,1,1,1,1,1,0
MEDICAL CENTER ENTERPRISE,ENTERPRISE,AL,FY2013,0.33,1,1,2,2,1,1,0
MEDICAL CENTER ENTERPRISE,ENTERPRISE,AL,FY2014,0.23,1,1,2,2,1,1,0
MEDICAL CENTER ENTERPRISE,ENTERPRISE,AL,FY2015,0.82,1,1,2,2,1,1,0
MEDICAL CENTER ENTERPRISE,ENTERPRISE,AL,FY2016,0.58,1,1,2,2,1,1,0
MEDICAL CENTER ENTERPRISE,ENTERPRISE,AL,FY2017,0.45,1,1,2,2,1,1,0
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,FY2013,0.38,1,1,1,1,1,1,0
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,FY2014,0.11,1,1,1,1,1,1,0
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,FY2015,0.4,1,1,1,1,1,1,0
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,FY2016,0.3,1,1,1,1,1,1,0
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,FY2017,0.02,1,1,1,1,1,1,0
MIZELL MEMORIAL HOSPITAL,OPP,AL,FY2013,0.71,2,2,1,1,1,1,0
MIZELL MEMORIAL HOSPITAL,OPP,AL,FY2014,0.56,2,2,1,1,1,1,0
MIZELL MEMORIAL HOSPITAL,OPP,AL,FY2015,0.39,2,2,1,1,1,1,0
MIZELL MEMORIAL HOSPITAL,OPP,AL,FY2016,0.37,2,2,1,1,1,1,0
MIZELL MEMORIAL HOSPITAL,OPP,AL,FY2017,0.1,2,2,1,1,1,1,0
MOBILE INFIRMARY MEDICAL CENTER,MOBILE,AL,FY2013,0.58,2,1,2,2,2,1,0
MOBILE INFIRMARY MEDICAL CENTER,MOBILE,AL,FY2014,0.33,2,1,2,2,2,1,0
MOBILE INFIRMARY MEDICAL CENTER,MOBILE,AL,FY2015,0.98,2,1,2,2,2,1,0
MOBILE INFIRMARY MEDICAL CENTER,MOBILE,AL,FY2016,1,2,1,2,2,2,1,0
MOBILE INFIRMARY MEDICAL CENTER,MOBILE,AL,FY2017,0.92,2,1,2,2,2,1,0
MONROE COUNTY HOSPITAL,MONROEVILLE,AL,FY2013,0.48,1,1,0,1,4,1,0
MONROE COUNTY HOSPITAL,MONROEVILLE,AL,FY2014,0.18,1,1,0,1,4,1,0
MONROE COUNTY HOSPITAL,MONROEVILLE,AL,FY2015,0,1,1,0,1,4,1,0
MONROE COUNTY HOSPITAL,MONROEVILLE,AL,FY2016,0.46,1,1,0,1,4,1,0
MONROE COUNTY HOSPITAL,MONROEVILLE,AL,FY2017,1.73,1,1,0,1,4,1,0
NORTH BALDWIN INFIRMARY,BAY MINETTE,AL,FY2013,0,0,1,1,1,1,1,0
NORTH BALDWIN INFIRMARY,BAY MINETTE,AL,FY2014,0.02,0,1,1,1,1,1,0
NORTH BALDWIN INFIRMARY,BAY MINETTE,AL,FY2015,0.11,0,1,1,1,1,1,0
NORTH BALDWIN INFIRMARY,BAY MINETTE,AL,FY2016,0.21,0,1,1,1,1,1,0
NORTH BALDWIN INFIRMARY,BAY MINETTE,AL,FY2017,0.28,0,1,1,1,1,1,0
NORTHEAST ALABAMA REGIONAL MED CENTER,ANNISTON,AL,FY2013,0.2,1,1,2,3,4,1,0
NORTHEAST ALABAMA REGIONAL MED CENTER,ANNISTON,AL,FY2014,0.4,1,1,2,3,4,1,0
NORTHEAST ALABAMA REGIONAL MED CENTER,ANNISTON,AL,FY2015,0.71,1,1,2,3,4,1,0
NORTHEAST ALABAMA REGIONAL MED CENTER,ANNISTON,AL,FY2016,1.47,1,1,2,3,4,1,0
NORTHEAST ALABAMA REGIONAL MED CENTER,ANNISTON,AL,FY2017,1.68,1,1,2,3,4,1,0
NORTHWEST MEDICAL CENTER,WINFIELD,AL,FY2013,0.53,2,1,1,1,2,1,0
NORTHWEST MEDICAL CENTER,WINFIELD,AL,FY2014,0.38,2,1,1,1,2,1,0
NORTHWEST MEDICAL CENTER,WINFIELD,AL,FY2015,0.28,2,1,1,1,2,1,0
NORTHWEST MEDICAL CENTER,WINFIELD,AL,FY2016,0.27,2,1,1,1,2,1,0
NORTHWEST MEDICAL CENTER,WINFIELD,AL,FY2017,0.53,2,1,1,1,2,1,0
PICKENS COUNTY MEDICAL CENTER,CARROLLTON,AL,FY2013,0.11,1,1,1,1,1,1,0
PICKENS COUNTY MEDICAL CENTER,CARROLLTON,AL,FY2014,0.1,1,1,1,1,1,1,0
PICKENS COUNTY MEDICAL CENTER,CARROLLTON,AL,FY2015,0.45,1,1,1,1,1,1,0
PICKENS COUNTY MEDICAL CENTER,CARROLLTON,AL,FY2016,0.42,1,1,1,1,1,1,0
PICKENS COUNTY MEDICAL CENTER,CARROLLTON,AL,FY2017,0.5,1,1,1,1,1,1,0
PRATTVILLE BAPTIST HOSPITAL,PRATTVILLE,AL,FY2013,1,2,3,3,2,2,1,0
PRATTVILLE BAPTIST HOSPITAL,PRATTVILLE,AL,FY2014,1.14,2,3,3,2,2,1,0
PRATTVILLE BAPTIST HOSPITAL,PRATTVILLE,AL,FY2015,1.43,2,3,3,2,2,1,0
PRATTVILLE BAPTIST HOSPITAL,PRATTVILLE,AL,FY2016,0.98,2,3,3,2,2,1,0
PRATTVILLE BAPTIST HOSPITAL,PRATTVILLE,AL,FY2017,0.53,2,3,3,2,2,1,0
PROVIDENCE HOSPITAL,MOBILE,AL,FY2013,0.01,1,1,2,3,3,1,0
PROVIDENCE HOSPITAL,MOBILE,AL,FY2014,0.09,1,1,2,3,3,1,0
PROVIDENCE HOSPITAL,MOBILE,AL,FY2015,0.92,1,1,2,3,3,1,0
PROVIDENCE HOSPITAL,MOBILE,AL,FY2016,1.46,1,1,2,3,3,1,0
PROVIDENCE HOSPITAL,MOBILE,AL,FY2017,1.08,1,1,2,3,3,1,0
RIVERVIEW REGIONAL MEDICAL CENTER,GADSDEN,AL,FY2013,0.69,2,2,3,3,2,1,0
RIVERVIEW REGIONAL MEDICAL CENTER,GADSDEN,AL,FY2014,0.97,2,2,3,3,2,1,0
RIVERVIEW REGIONAL MEDICAL CENTER,GADSDEN,AL,FY2015,1.38,2,2,3,3,2,1,0
RIVERVIEW REGIONAL MEDICAL CENTER,GADSDEN,AL,FY2016,1.19,2,2,3,3,2,1,0
RIVERVIEW REGIONAL MEDICAL CENTER,GADSDEN,AL,FY2017,0.65,2,2,3,3,2,1,0
RMC JACKSONVILLE,JACKSONVILLE,AL,FY2013,0.4,1,0,2,1,2,1,0
RMC JACKSONVILLE,JACKSONVILLE,AL,FY2014,0,1,0,2,1,2,1,0
RMC JACKSONVILLE,JACKSONVILLE,AL,FY2015,0.58,1,0,2,1,2,1,0
RMC JACKSONVILLE,JACKSONVILLE,AL,FY2016,0.31,1,0,2,1,2,1,0
RMC JACKSONVILLE,JACKSONVILLE,AL,FY2017,0.94,1,0,2,1,2,1,0
RUSSELL HOSPITAL,ALEXANDER CITY,AL,FY2013,0.13,1,1,1,1,3,1,0
RUSSELL HOSPITAL,ALEXANDER CITY,AL,FY2014,0.11,1,1,1,1,3,1,0
RUSSELL HOSPITAL,ALEXANDER CITY,AL,FY2015,0.32,1,1,1,1,3,1,0
RUSSELL HOSPITAL,ALEXANDER CITY,AL,FY2016,0.49,1,1,1,1,3,1,0
RUSSELL HOSPITAL,ALEXANDER CITY,AL,FY2017,1.3,1,1,1,1,3,1,0
RUSSELLVILLE HOSPITAL,RUSSELLVILLE,AL,FY2013,1,2,2,3,4,5,1,0
RUSSELLVILLE HOSPITAL,RUSSELLVILLE,AL,FY2014,0.56,2,2,3,4,5,1,0
RUSSELLVILLE HOSPITAL,RUSSELLVILLE,AL,FY2015,1.45,2,2,3,4,5,1,0
RUSSELLVILLE HOSPITAL,RUSSELLVILLE,AL,FY2016,1.52,2,2,3,4,5,1,0
RUSSELLVILLE HOSPITAL,RUSSELLVILLE,AL,FY2017,2.46,2,2,3,4,5,1,0
SHELBY BAPTIST MEDICAL CENTER,ALABASTER,AL,FY2013,0.22,1,1,2,2,2,1,0
SHELBY BAPTIST MEDICAL CENTER,ALABASTER,AL,FY2014,0.19,1,1,2,2,2,1,0
SHELBY BAPTIST MEDICAL CENTER,ALABASTER,AL,FY2015,0.82,1,1,2,2,2,1,0
SHELBY BAPTIST MEDICAL CENTER,ALABASTER,AL,FY2016,0.54,1,1,2,2,2,1,0
SHELBY BAPTIST MEDICAL CENTER,ALABASTER,AL,FY2017,0.56,1,1,2,2,2,1,0
SHOALS HOSPITAL,MUSCLE SHOALS,AL,FY2013,0,0,1,1,1,3,1,0
SHOALS HOSPITAL,MUSCLE SHOALS,AL,FY2014,0.04,0,1,1,1,3,1,0
SHOALS HOSPITAL,MUSCLE SHOALS,AL,FY2015,0.38,0,1,1,1,3,1,0
SHOALS HOSPITAL,MUSCLE SHOALS,AL,FY2016,0.41,0,1,1,1,3,1,0
SHOALS HOSPITAL,MUSCLE SHOALS,AL,FY2017,1.08,0,1,1,1,3,1,0
SOUTH BALDWIN REGIONAL MEDICAL CENTER,FOLEY,AL,FY2013,0.22,1,1,2,3,3,1,0
SOUTH BALDWIN REGIONAL MEDICAL CENTER,FOLEY,AL,FY2014,0.01,1,1,2,3,3,1,0
SOUTH BALDWIN REGIONAL MEDICAL CENTER,FOLEY,AL,FY2015,0.9,1,1,2,3,3,1,0
SOUTH BALDWIN REGIONAL MEDICAL CENTER,FOLEY,AL,FY2016,1.23,1,1,2,3,3,1,0
SOUTH BALDWIN REGIONAL MEDICAL CENTER,FOLEY,AL,FY2017,1.22,1,1,2,3,3,1,0
SOUTHEAST ALABAMA MEDICAL CENTER,DOTHAN,AL,FY2013,0,0,0,1,1,2,1,0
SOUTHEAST ALABAMA MEDICAL CENTER,DOTHAN,AL,FY2014,0,0,0,1,1,2,1,0
SOUTHEAST ALABAMA MEDICAL CENTER,DOTHAN,AL,FY2015,0.32,0,0,1,1,2,1,0
SOUTHEAST ALABAMA MEDICAL CENTER,DOTHAN,AL,FY2016,0.47,0,0,1,1,2,1,0
SOUTHEAST ALABAMA MEDICAL CENTER,DOTHAN,AL,FY2017,0.65,0,0,1,1,2,1,0
SPRINGHILL MEMORIAL HOSPITAL,MOBILE,AL,FY2013,0.64,2,1,2,2,2,1,0
SPRINGHILL MEMORIAL HOSPITAL,MOBILE,AL,FY2014,0.27,2,1,2,2,2,1,0
SPRINGHILL MEMORIAL HOSPITAL,MOBILE,AL,FY2015,0.85,2,1,2,2,2,1,0
SPRINGHILL MEMORIAL HOSPITAL,MOBILE,AL,FY2016,0.89,2,1,2,2,2,1,0
SPRINGHILL MEMORIAL HOSPITAL,MOBILE,AL,FY2017,0.92,2,1,2,2,2,1,0
ST VINCENT'S BIRMINGHAM,BIRMINGHAM,AL,FY2013,0.31,1,1,4,5,4,1,0
ST VINCENT'S BIRMINGHAM,BIRMINGHAM,AL,FY2014,0.25,1,1,4,5,4,1,0
ST VINCENT'S BIRMINGHAM,BIRMINGHAM,AL,FY2015,1.59,1,1,4,5,4,1,0
ST VINCENT'S BIRMINGHAM,BIRMINGHAM,AL,FY2016,2.36,1,1,4,5,4,1,0
ST VINCENT'S BIRMINGHAM,BIRMINGHAM,AL,FY2017,1.51,1,1,4,5,4,1,0
ST VINCENT'S EAST,BIRMINGHAM,AL,FY2013,0.48,1,1,1,2,2,1,0
ST VINCENT'S EAST,BIRMINGHAM,AL,FY2014,0.01,1,1,1,2,2,1,0
ST VINCENT'S EAST,BIRMINGHAM,AL,FY2015,0.35,1,1,1,2,2,1,0
ST VINCENT'S EAST,BIRMINGHAM,AL,FY2016,0.7,1,1,1,2,2,1,0
ST VINCENT'S EAST,BIRMINGHAM,AL,FY2017,0.69,1,1,1,2,2,1,0
ST VINCENT'S ST CLAIR,PELL CITY,AL,FY2013,1,2,2,4,3,6,1,0
ST VINCENT'S ST CLAIR,PELL CITY,AL,FY2014,0.92,2,2,4,3,6,1,0
ST VINCENT'S ST CLAIR,PELL CITY,AL,FY2015,1.93,2,2,4,3,6,1,0
ST VINCENT'S ST CLAIR,PELL CITY,AL,FY2016,1.3,2,2,4,3,6,1,0
ST VINCENT'S ST CLAIR,PELL CITY,AL,FY2017,2.92,2,2,4,3,6,1,0
STRINGFELLOW MEMORIAL HOSPITAL,ANNISTON,AL,FY2013,0.07,1,1,2,3,2,1,0
STRINGFELLOW MEMORIAL HOSPITAL,ANNISTON,AL,FY2014,0.15,1,1,2,3,2,1,0
STRINGFELLOW MEMORIAL HOSPITAL,ANNISTON,AL,FY2015,0.79,1,1,2,3,2,1,0
STRINGFELLOW MEMORIAL HOSPITAL,ANNISTON,AL,FY2016,1.31,1,1,2,3,2,1,0
STRINGFELLOW MEMORIAL HOSPITAL,ANNISTON,AL,FY2017,0.86,1,1,2,3,2,1,0
THOMAS HOSPITAL,FAIRHOPE,AL,FY2013,0,0,1,1,1,1,1,0
THOMAS HOSPITAL,FAIRHOPE,AL,FY2014,0.34,0,1,1,1,1,1,0
THOMAS HOSPITAL,FAIRHOPE,AL,FY2015,0.34,0,1,1,1,1,1,0
THOMAS HOSPITAL,FAIRHOPE,AL,FY2016,0.33,0,1,1,1,1,1,0
THOMAS HOSPITAL,FAIRHOPE,AL,FY2017,0.16,0,1,1,1,1,1,0
TROY REGIONAL MEDICAL CENTER,TROY,AL,FY2013,1,2,3,2,2,2,1,0
TROY REGIONAL MEDICAL CENTER,TROY,AL,FY2014,1.14,2,3,2,2,2,1,0
TROY REGIONAL MEDICAL CENTER,TROY,AL,FY2015,0.57,2,3,2,2,2,1,0
TROY REGIONAL MEDICAL CENTER,TROY,AL,FY2016,0.92,2,3,2,2,2,1,0
TROY REGIONAL MEDICAL CENTER,TROY,AL,FY2017,0.72,2,3,2,2,2,1,0
UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,FY2013,0.17,1,1,2,2,2,1,0
UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,FY2014,0.25,1,1,2,2,2,1,0
UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,FY2015,0.61,1,1,2,2,2,1,0
UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,FY2016,0.72,1,1,2,2,2,1,0
UNIVERSITY OF ALABAMA HOSPITAL,BIRMINGHAM,AL,FY2017,0.54,1,1,2,2,2,1,0
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,MOBILE,AL,FY2013,0,0,0,0,0,1,1,0
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,MOBILE,AL,FY2014,0,0,0,0,0,1,1,0
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,MOBILE,AL,FY2015,0,0,0,0,0,1,1,0
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,MOBILE,AL,FY2016,0,0,0,0,0,1,1,0
UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,MOBILE,AL,FY2017,0.01,0,0,0,0,1,1,0
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,SELMA,AL,FY2013,1,2,2,2,3,2,1,0
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,SELMA,AL,FY2014,0.91,2,2,2,3,2,1,0
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,SELMA,AL,FY2015,0.96,2,2,2,3,2,1,0
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,SELMA,AL,FY2016,1.03,2,2,2,3,2,1,0
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,SELMA,AL,FY2017,0.78,2,2,2,3,2,1,0
WALKER BAPTIST MEDICAL CENTER,JASPER,AL,FY2013,0,0,0,3,4,2,1,0
WALKER BAPTIST MEDICAL CENTER,JASPER,AL,FY2014,0,0,0,3,4,2,1,0
WALKER BAPTIST MEDICAL CENTER,JASPER,AL,FY2015,1.35,0,0,3,4,2,1,0
WALKER BAPTIST MEDICAL CENTER,JASPER,AL,FY2016,1.59,0,0,3,4,2,1,0
WALKER BAPTIST MEDICAL CENTER,JASPER,AL,FY2017,0.9,0,0,3,4,2,1,0
WEDOWEE HOSPITAL,WEDOWEE,AL,FY2013,0.73,2,3,2,0,0,1,0
WEDOWEE HOSPITAL,WEDOWEE,AL,FY2014,1.34,2,3,2,0,0,1,0
WEDOWEE HOSPITAL,WEDOWEE,AL,FY2015,0.97,2,3,2,0,0,1,0
WEDOWEE HOSPITAL,WEDOWEE,AL,FY2016,0,2,3,2,0,0,1,0
WEDOWEE HOSPITAL,WEDOWEE,AL,FY2017,0,2,3,2,0,0,1,0
WIREGRASS MEDICAL CENTER,GENEVA,AL,FY2013,0,0,1,0,0,0,1,0
WIREGRASS MEDICAL CENTER,GENEVA,AL,FY2014,0.26,0,1,0,0,0,1,0
WIREGRASS MEDICAL CENTER,GENEVA,AL,FY2015,0,0,1,0,0,0,1,0
WIREGRASS MEDICAL CENTER,GENEVA,AL,FY2016,0,0,1,0,0,0,1,0
WIREGRASS MEDICAL CENTER,GENEVA,AL,FY2017,0,0,1,0,0,0,1,0
"ARKANSAS HEART HOSPITAL, LLC",LITTLE ROCK,AR,FY2013,0.23,1,1,1,1,1,1,1
"ARKANSAS HEART HOSPITAL, LLC",LITTLE ROCK,AR,FY2014,0.1,1,1,1,1,1,1,1
"ARKANSAS HEART HOSPITAL, LLC",LITTLE ROCK,AR,FY2015,0.01,1,1,1,1,1,1,1
"ARKANSAS HEART HOSPITAL, LLC",LITTLE ROCK,AR,FY2016,0.11,1,1,1,1,1,1,1
"ARKANSAS HEART HOSPITAL, LLC",LITTLE ROCK,AR,FY2017,0.16,1,1,1,1,1,1,1
ARKANSAS METHODIST MEDICAL CENTER,PARAGOULD,AR,FY2013,1,2,3,4,3,4,1,1
ARKANSAS METHODIST MEDICAL CENTER,PARAGOULD,AR,FY2014,1.32,2,3,4,3,4,1,1
ARKANSAS METHODIST MEDICAL CENTER,PARAGOULD,AR,FY2015,1.67,2,3,4,3,4,1,1
ARKANSAS METHODIST MEDICAL CENTER,PARAGOULD,AR,FY2016,1.46,2,3,4,3,4,1,1
ARKANSAS METHODIST MEDICAL CENTER,PARAGOULD,AR,FY2017,1.96,2,3,4,3,4,1,1
ARKANSAS SURGICAL HOSPITAL,NO LITTLE ROCK,AR,FY2013,0,0,0,0,0,0,1,1
ARKANSAS SURGICAL HOSPITAL,NO LITTLE ROCK,AR,FY2014,0,0,0,0,0,0,1,1
ARKANSAS SURGICAL HOSPITAL,NO LITTLE ROCK,AR,FY2015,0,0,0,0,0,0,1,1
ARKANSAS SURGICAL HOSPITAL,NO LITTLE ROCK,AR,FY2016,0,0,0,0,0,0,1,1
ARKANSAS SURGICAL HOSPITAL,NO LITTLE ROCK,AR,FY2017,0,0,0,0,0,0,1,1
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,NORTH LITTLE ROCK,AR,FY2013,0.4,1,2,2,3,4,1,1
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,NORTH LITTLE ROCK,AR,FY2014,0.59,1,2,2,3,4,1,1
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,NORTH LITTLE ROCK,AR,FY2015,0.88,1,2,2,3,4,1,1
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,NORTH LITTLE ROCK,AR,FY2016,1.11,1,2,2,3,4,1,1
BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,NORTH LITTLE ROCK,AR,FY2017,1.79,1,2,2,3,4,1,1
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,MALVERN,AR,FY2013,1,2,3,3,3,6,1,1
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,MALVERN,AR,FY2014,1.38,2,3,3,3,6,1,1
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,MALVERN,AR,FY2015,1.03,2,3,3,3,6,1,1
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,MALVERN,AR,FY2016,1.01,2,3,3,3,6,1,1
BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,MALVERN,AR,FY2017,3,2,3,3,3,6,1,1
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,LITTLE ROCK,AR,FY2013,0.03,1,1,2,2,2,1,1
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,LITTLE ROCK,AR,FY2014,0.1,1,1,2,2,2,1,1
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,LITTLE ROCK,AR,FY2015,0.81,1,1,2,2,2,1,1
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,LITTLE ROCK,AR,FY2016,0.8,1,1,2,2,2,1,1
BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,LITTLE ROCK,AR,FY2017,0.51,1,1,2,2,2,1,1
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,STUTTGART,AR,FY2013,0.77,2,2,2,1,1,1,1
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,STUTTGART,AR,FY2014,0.54,2,2,2,1,1,1,1
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,STUTTGART,AR,FY2015,0.64,2,2,2,1,1,1,1
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,STUTTGART,AR,FY2016,0.2,2,2,2,1,1,1,1
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,STUTTGART,AR,FY2017,0.37,2,2,2,1,1,1,1
BAXTER REGIONAL MEDICAL CENTER,MOUNTAIN HOME,AR,FY2013,1,2,4,4,2,1,1,1
BAXTER REGIONAL MEDICAL CENTER,MOUNTAIN HOME,AR,FY2014,1.85,2,4,4,2,1,1,1
BAXTER REGIONAL MEDICAL CENTER,MOUNTAIN HOME,AR,FY2015,1.63,2,4,4,2,1,1,1
BAXTER REGIONAL MEDICAL CENTER,MOUNTAIN HOME,AR,FY2016,0.73,2,4,4,2,1,1,1
BAXTER REGIONAL MEDICAL CENTER,MOUNTAIN HOME,AR,FY2017,0.37,2,4,4,2,1,1,1
CHAMBERS MEMORIAL HOSPITAL,DANVILLE,AR,FY2013,1,2,3,4,5,6,1,1
CHAMBERS MEMORIAL HOSPITAL,DANVILLE,AR,FY2014,1.29,2,3,4,5,6,1,1
CHAMBERS MEMORIAL HOSPITAL,DANVILLE,AR,FY2015,1.83,2,3,4,5,6,1,1
CHAMBERS MEMORIAL HOSPITAL,DANVILLE,AR,FY2016,2.03,2,3,4,5,6,1,1
CHAMBERS MEMORIAL HOSPITAL,DANVILLE,AR,FY2017,3,2,3,4,5,6,1,1
CHI ST. VINCENT HOSPITAL HOT SPRINGS,HOT SPRINGS,AR,FY2013,0,0,0,0,1,1,1,1
CHI ST. VINCENT HOSPITAL HOT SPRINGS,HOT SPRINGS,AR,FY2014,0,0,0,0,1,1,1,1
CHI ST. VINCENT HOSPITAL HOT SPRINGS,HOT SPRINGS,AR,FY2015,0,0,0,0,1,1,1,1
CHI ST. VINCENT HOSPITAL HOT SPRINGS,HOT SPRINGS,AR,FY2016,0.07,0,0,0,1,1,1,1
CHI ST. VINCENT HOSPITAL HOT SPRINGS,HOT SPRINGS,AR,FY2017,0.18,0,0,0,1,1,1,1
CHI-ST VINCENT INFIRMARY,LITTLE ROCK,AR,FY2013,0.09,1,1,2,1,1,1,1
CHI-ST VINCENT INFIRMARY,LITTLE ROCK,AR,FY2014,0.09,1,1,2,1,1,1,1
